GN_ID,Gene_Name,log2FC(insoluble/soluble protein ratio),-LOG10(P-VALUE),Prefix,UniProt_ID,UniProt_Name,Direction
Asrgl1_sp|Q8C0M9|ASGL1_MOUSE,Asrgl1,0.507133910926901,1.62050538561027,Asrgl1_sp,Q8C0M9,ASGL1_MOUSE,up
NA_sp|Q8BHG2|CA123_MOUSE,,0.506989782360973,2.88026693492747,NA_sp,Q8BHG2,CA123_MOUSE,up
Dars2_sp|Q8BIP0|SYDM_MOUSE,Dars2,0.506898191220095,1.49172758306872,Dars2_sp,Q8BIP0,SYDM_MOUSE,up
Ube2v2_sp|Q9D2M8|UB2V2_MOUSE,Ube2v2,0.506785580229219,2.03138447389883,Ube2v2_sp,Q9D2M8,UB2V2_MOUSE,up
Carm1_sp|Q9WVG6|CARM1_MOUSE,Carm1,0.505793079330391,1.85022101924161,Carm1_sp,Q9WVG6,CARM1_MOUSE,up
Mapkapk3_sp|Q3UMW7|MAPK3_MOUSE,Mapkapk3,0.505147978544722,1.9991102712406,Mapkapk3_sp,Q3UMW7,MAPK3_MOUSE,up
Prkar1a_sp|Q9DBC7|KAP0_MOUSE,Prkar1a,0.504383508600849,1.61926021510806,Prkar1a_sp,Q9DBC7,KAP0_MOUSE,up
Capn7_sp|Q9R1S8|CAN7_MOUSE,Capn7,0.504336344749772,2.4000676098918,Capn7_sp,Q9R1S8,CAN7_MOUSE,up
NA_sp|Q8BVA5-2|CB043_MOUSE,,0.500463569721468,1.53242708379131,NA_sp,Q8BVA5-2,CB043_MOUSE,up
Serpinb6a_tr|F8WIV2|F8WIV2_MOUSE,Serpinb6a,0.499321877119718,1.38237927462253,Serpinb6a_tr,F8WIV2,F8WIV2_MOUSE,up
Ttc37_tr|F8VPK0|F8VPK0_MOUSE,Ttc37,0.497543319420748,2.53862028264207,Ttc37_tr,F8VPK0,F8VPK0_MOUSE,up
Mapkapk2_sp|P49138|MAPK2_MOUSE,Mapkapk2,0.496227278131518,3.34236720072435,Mapkapk2_sp,P49138,MAPK2_MOUSE,up
0610037L13Rik_tr|A2A8E2|A2A8E2_MOUSE,0610037L13Rik,0.493452326129726,1.80343518546748,0610037L13Rik_tr,A2A8E2,A2A8E2_MOUSE,up
Mff_sp|Q6PCP5|MFF_MOUSE,Mff,0.492753824638299,1.53363765190869,Mff_sp,Q6PCP5,MFF_MOUSE,up
Dpysl3_tr|E9PWE8|E9PWE8_MOUSE,Dpysl3,0.4913114712209,1.38617921094184,Dpysl3_tr,E9PWE8,E9PWE8_MOUSE,up
Tom1l2_sp|Q5SRX1|TM1L2_MOUSE,Tom1l2,0.491220306486638,1.43522257762807,Tom1l2_sp,Q5SRX1,TM1L2_MOUSE,up
Zc3h13_tr|E9Q784|E9Q784_MOUSE,Zc3h13,0.490841913171415,1.30440741660402,Zc3h13_tr,E9Q784,E9Q784_MOUSE,up
Usp13_sp|Q5BKP2|UBP13_MOUSE,Usp13,0.490423935683215,1.8212818705376,Usp13_sp,Q5BKP2,UBP13_MOUSE,up
Lrrc20_sp|Q8CI70|LRC20_MOUSE,Lrrc20,0.488057905283675,1.6679608480949,Lrrc20_sp,Q8CI70,LRC20_MOUSE,up
Trim35_sp|Q8C006|TRI35_MOUSE,Trim35,0.485867797782351,2.32209829037297,Trim35_sp,Q8C006,TRI35_MOUSE,up
Fkbp4_sp|P30416|FKBP4_MOUSE,Fkbp4,0.481802984273327,1.59004441895919,Fkbp4_sp,P30416,FKBP4_MOUSE,up
Thbs4_sp|Q9Z1T2|TSP4_MOUSE,Thbs4,0.48161528558683,1.58215688515733,Thbs4_sp,Q9Z1T2,TSP4_MOUSE,up
Atp5o_sp|Q9DB20|ATPO_MOUSE,Atp5o,0.480347154778821,1.37406696939532,Atp5o_sp,Q9DB20,ATPO_MOUSE,up
Pgm2_tr|A2CEK3|A2CEK3_MOUSE,Pgm2,0.480338295790882,2.08948172652499,Pgm2_tr,A2CEK3,A2CEK3_MOUSE,up
Fars2_sp|Q99M01|SYFM_MOUSE,Fars2,0.480123059520097,1.41253304931561,Fars2_sp,Q99M01,SYFM_MOUSE,up
Nfu1_sp|Q9QZ23|NFU1_MOUSE,Nfu1,0.477622198987152,1.77882644037374,Nfu1_sp,Q9QZ23,NFU1_MOUSE,up
Nup98_sp|Q6PFD9|NUP98_MOUSE,Nup98,0.475918683574703,1.49043946816811,Nup98_sp,Q6PFD9,NUP98_MOUSE,up
Lmf1_sp|Q3U3R4|LMF1_MOUSE,Lmf1,0.475084142272354,1.3890821604571,Lmf1_sp,Q3U3R4,LMF1_MOUSE,up
Atpaf2_sp|Q91YY4|ATPF2_MOUSE,Atpaf2,0.471928306626998,2.09903064107033,Atpaf2_sp,Q91YY4,ATPF2_MOUSE,up
Pgm1_sp|Q9D0F9|PGM1_MOUSE,Pgm1,0.471164535768133,2.12078792346811,Pgm1_sp,Q9D0F9,PGM1_MOUSE,up
Mylk4_sp|Q5SUV5|MYLK4_MOUSE,Mylk4,0.468459704899963,1.50594359267548,Mylk4_sp,Q5SUV5,MYLK4_MOUSE,up
Ykt6_sp|Q9CQW1|YKT6_MOUSE,Ykt6,0.468310810958158,1.61453865648045,Ykt6_sp,Q9CQW1,YKT6_MOUSE,up
Snx1_sp|Q9WV80|SNX1_MOUSE,Snx1,0.46425537745945,1.32165934571193,Snx1_sp,Q9WV80,SNX1_MOUSE,up
Ppl_sp|Q9R269|PEPL_MOUSE,Ppl,0.464021632361169,1.38335182595097,Ppl_sp,Q9R269,PEPL_MOUSE,up
Wwp1_sp|Q8BZZ3|WWP1_MOUSE,Wwp1,0.463904920578478,2.30574009274348,Wwp1_sp,Q8BZZ3,WWP1_MOUSE,up
Fam162a_sp|Q9D6U8|F162A_MOUSE,Fam162a,0.463786423717805,1.71509780832629,Fam162a_sp,Q9D6U8,F162A_MOUSE,up
Wwp1_sp|Q8BZZ3|WWP1_MOUSE,Wwp1,0.458251494804918,2.28332510174457,Wwp1_sp,Q8BZZ3,WWP1_MOUSE,up
Trim35_sp|Q8C006|TRI35_MOUSE,Trim35,0.458140698950772,2.17484500207315,Trim35_sp,Q8C006,TRI35_MOUSE,up
Hsp90aa1_sp|P07901|HS90A_MOUSE,Hsp90aa1,0.456983822806005,2.73017019966824,Hsp90aa1_sp,P07901,HS90A_MOUSE,up
Adamtsl5_tr|D3Z689|D3Z689_MOUSE,Adamtsl5,0.456347689643434,1.31494644393741,Adamtsl5_tr,D3Z689,D3Z689_MOUSE,up
Lgals1_sp|P16045|LEG1_MOUSE,Lgals1,0.453046972888849,2.06832123961156,Lgals1_sp,P16045,LEG1_MOUSE,up
Atp5h_sp|Q9DCX2|ATP5H_MOUSE,Atp5h,0.452065702966228,1.79825584404384,Atp5h_sp,Q9DCX2,ATP5H_MOUSE,up
Prdx1_sp|P35700|PRDX1_MOUSE,Prdx1,0.451174523962909,1.30463624232168,Prdx1_sp,P35700,PRDX1_MOUSE,up
Ech1_sp|O35459|ECH1_MOUSE,Ech1,0.449172067508918,1.38250376241897,Ech1_sp,O35459,ECH1_MOUSE,up
Mogs_sp|Q80UM7|MOGS_MOUSE,Mogs,0.449087809299512,1.35347705710403,Mogs_sp,Q80UM7,MOGS_MOUSE,up
Agl_tr|F8VPN4|F8VPN4_MOUSE,Agl,0.448540537708797,1.8244009048681,Agl_tr,F8VPN4,F8VPN4_MOUSE,up
Echdc1_sp|Q9D9V3|ECHD1_MOUSE,Echdc1,0.447936897469447,2.24299646028563,Echdc1_sp,Q9D9V3,ECHD1_MOUSE,up
Ssr1_sp|Q9CY50|SSRA_MOUSE,Ssr1,0.44776231205663,1.37542669610471,Ssr1_sp,Q9CY50,SSRA_MOUSE,up
Azgp1_sp|Q64726|ZA2G_MOUSE,Azgp1,0.447453302302719,1.43597579313557,Azgp1_sp,Q64726,ZA2G_MOUSE,up
Ptbp2_sp|Q91Z31|PTBP2_MOUSE,Ptbp2,0.44492390360159,2.443668614558,Ptbp2_sp,Q91Z31,PTBP2_MOUSE,up
Ddx6_sp|P54823|DDX6_MOUSE,Ddx6,0.443983001884299,1.36193365721909,Ddx6_sp,P54823,DDX6_MOUSE,up
Col15a1_sp|O35206|COFA1_MOUSE,Col15a1,0.44261873957019,1.78243874752026,Col15a1_sp,O35206,COFA1_MOUSE,up
Bzw1_sp|Q9CQC6|BZW1_MOUSE,Bzw1,0.442383873976268,1.86063226019988,Bzw1_sp,Q9CQC6,BZW1_MOUSE,up
Pfkl_sp|P12382|PFKAL_MOUSE,Pfkl,0.437129253275373,1.77306140636651,Pfkl_sp,P12382,PFKAL_MOUSE,up
Timm44_sp|O35857|TIM44_MOUSE,Timm44,0.435923602868491,2.08927434064559,Timm44_sp,O35857,TIM44_MOUSE,up
Pdk1_sp|Q8BFP9|PDK1_MOUSE,Pdk1,0.4334017288239,2.0832774155972,Pdk1_sp,Q8BFP9,PDK1_MOUSE,up
Map2k6_sp|P70236|MP2K6_MOUSE,Map2k6,0.432748076917126,1.43263970607053,Map2k6_sp,P70236,MP2K6_MOUSE,up
Npl_sp|Q9DCJ9|NPL_MOUSE,Npl,0.431983436267758,3.88817472563674,Npl_sp,Q9DCJ9,NPL_MOUSE,up
Cmpk1_sp|Q9DBP5|KCY_MOUSE,Cmpk1,0.431416984229135,1.50512883406883,Cmpk1_sp,Q9DBP5,KCY_MOUSE,up
Stim2_sp|P83093|STIM2_MOUSE,Stim2,0.431356368563032,1.72785208059501,Stim2_sp,P83093,STIM2_MOUSE,up
Kif5c_sp|P28738|KIF5C_MOUSE,Kif5c,0.431262445211501,1.63533803758242,Kif5c_sp,P28738,KIF5C_MOUSE,up
Anxa2_sp|P07356|ANXA2_MOUSE,Anxa2,0.43031645177271,1.51001807469837,Anxa2_sp,P07356,ANXA2_MOUSE,up
Ggct_sp|Q9D7X8|GGCT_MOUSE,Ggct,0.428859546917643,1.70473029505642,Ggct_sp,Q9D7X8,GGCT_MOUSE,up
Ecsit_sp|Q9QZH6|ECSIT_MOUSE,Ecsit,0.428463764508665,1.48721586353383,Ecsit_sp,Q9QZH6,ECSIT_MOUSE,up
Zer1_sp|Q80ZJ6|ZER1_MOUSE,Zer1,0.428113260971036,1.40412181367509,Zer1_sp,Q80ZJ6,ZER1_MOUSE,up
Aldh16a1_sp|Q571I9|A16A1_MOUSE,Aldh16a1,0.426326247665489,1.55175366497607,Aldh16a1_sp,Q571I9,A16A1_MOUSE,up
Mapre1_sp|Q61166|MARE1_MOUSE,Mapre1,0.425677238001109,1.30904341692067,Mapre1_sp,Q61166,MARE1_MOUSE,up
Sec24a_sp|Q3U2P1|SC24A_MOUSE,Sec24a,0.424630086487259,1.61492432897704,Sec24a_sp,Q3U2P1,SC24A_MOUSE,up
Ube2d2_sp|P62838|UB2D2_MOUSE,Ube2d2,0.423946878321536,1.45364220650126,Ube2d2_sp,P62838,UB2D2_MOUSE,up
Smad4_sp|P97471|SMAD4_MOUSE,Smad4,0.423860641592532,1.45284666558874,Smad4_sp,P97471,SMAD4_MOUSE,up
Cltb_sp|Q6IRU5|CLCB_MOUSE,Cltb,0.423460226440731,1.55809383112696,Cltb_sp,Q6IRU5,CLCB_MOUSE,up
Carm1_sp|Q9WVG6|CARM1_MOUSE,Carm1,0.423384349201633,1.46240092914929,Carm1_sp,Q9WVG6,CARM1_MOUSE,up
Mtatp8_sp|P03930|ATP8_MOUSE,Mtatp8,0.422464527160105,2.33592192017019,Mtatp8_sp,P03930,ATP8_MOUSE,up
Ube2d2_sp|P62838|UB2D2_MOUSE,Ube2d2,0.422454269250136,1.44654331605548,Ube2d2_sp,P62838,UB2D2_MOUSE,up
Smad4_sp|P97471|SMAD4_MOUSE,Smad4,0.422153551141272,1.44472849874246,Smad4_sp,P97471,SMAD4_MOUSE,up
Ube2v2_sp|Q9D2M8|UB2V2_MOUSE,Ube2v2,0.419135384921284,1.598910223552,Ube2v2_sp,Q9D2M8,UB2V2_MOUSE,up
Map2k3_sp|O09110|MP2K3_MOUSE,Map2k3,0.417087044752261,2.82232002841023,Map2k3_sp,O09110,MP2K3_MOUSE,up
Acsl3_sp|Q9CZW4|ACSL3_MOUSE,Acsl3,0.412319028266387,1.63291944724366,Acsl3_sp,Q9CZW4,ACSL3_MOUSE,up
Hsp90aa1_sp|P07901|HS90A_MOUSE,Hsp90aa1,0.4100093150246,2.44837301721378,Hsp90aa1_sp,P07901,HS90A_MOUSE,up
Stx4_sp|P70452|STX4_MOUSE,Stx4,0.409937926117478,1.44738548194043,Stx4_sp,P70452,STX4_MOUSE,up
Pfkp_sp|Q9WUA3|PFKAP_MOUSE,Pfkp,0.409431058926375,1.48381824641478,Pfkp_sp,Q9WUA3,PFKAP_MOUSE,up
Kpna3_sp|O35344|IMA4_MOUSE,Kpna3,0.408206141622177,2.4076683604924,Kpna3_sp,O35344,IMA4_MOUSE,up
Homer2_sp|Q9QWW1|HOME2_MOUSE,Homer2,0.406355150090053,1.34970245489692,Homer2_sp,Q9QWW1,HOME2_MOUSE,up
Cltb_sp|Q6IRU5-2|CLCB_MOUSE,Cltb,0.406264756416548,1.82133836495346,Cltb_sp,Q6IRU5-2,CLCB_MOUSE,up
Vmp1_sp|Q99KU0|VMP1_MOUSE,Vmp1,0.403453877155427,1.48390868844139,Vmp1_sp,Q99KU0,VMP1_MOUSE,up
Pepd_sp|Q11136|PEPD_MOUSE,Pepd,0.401845460639647,3.64765138525934,Pepd_sp,Q11136,PEPD_MOUSE,up
Cab39_sp|Q06138|CAB39_MOUSE,Cab39,0.401105934676699,1.44867983440352,Cab39_sp,Q06138,CAB39_MOUSE,up
Qdpr_sp|Q8BVI4|DHPR_MOUSE,Qdpr,0.400659928978338,1.77396744590676,Qdpr_sp,Q8BVI4,DHPR_MOUSE,up
NA_sp|Q80UY1|CI041_MOUSE,,0.400194816077321,1.45633441972394,NA_sp,Q80UY1,CI041_MOUSE,up
P4ha2_sp|Q60716|P4HA2_MOUSE,P4ha2,0.399806261386654,1.4942380148711,P4ha2_sp,Q60716,P4HA2_MOUSE,up
Usp13_sp|Q5BKP2|UBP13_MOUSE,Usp13,0.399405033751015,1.38427680869667,Usp13_sp,Q5BKP2,UBP13_MOUSE,up
Dupd1_sp|Q8BK84|DUPD1_MOUSE,Dupd1,0.39935905189589,2.94380775793866,Dupd1_sp,Q8BK84,DUPD1_MOUSE,up
NA_sp|Q80UY1|CI041_MOUSE,,0.396829451425656,1.43948894141208,NA_sp,Q80UY1,CI041_MOUSE,up
Hsp90ab1_sp|P11499|HS90B_MOUSE,Hsp90ab1,0.396456210844259,2.11861959848628,Hsp90ab1_sp,P11499,HS90B_MOUSE,up
Mapkapk3_sp|Q3UMW7|MAPK3_MOUSE,Mapkapk3,0.396241757446546,1.46176091804095,Mapkapk3_sp,Q3UMW7,MAPK3_MOUSE,up
Stat1_sp|P42225|STAT1_MOUSE,Stat1,0.396164320924004,1.7004482921446,Stat1_sp,P42225,STAT1_MOUSE,up
Rnpep_sp|Q8VCT3|AMPB_MOUSE,Rnpep,0.394902382912817,1.41799018679755,Rnpep_sp,Q8VCT3,AMPB_MOUSE,up
Mapkapk2_sp|P49138|MAPK2_MOUSE,Mapkapk2,0.394200433927347,2.71537044043251,Mapkapk2_sp,P49138,MAPK2_MOUSE,up
Camk2d_sp|Q6PHZ2|KCC2D_MOUSE,Camk2d,0.390968493409418,1.60947150543372,Camk2d_sp,Q6PHZ2,KCC2D_MOUSE,up
Ldha_sp|P06151|LDHA_MOUSE,Ldha,0.390563100322518,1.56237094737779,Ldha_sp,P06151,LDHA_MOUSE,up
Vmp1_sp|Q99KU0|VMP1_MOUSE,Vmp1,0.389078061387925,1.41160201986545,Vmp1_sp,Q99KU0,VMP1_MOUSE,up
Aldh16a1_sp|Q571I9|A16A1_MOUSE,Aldh16a1,0.387920828620577,1.36242848004348,Aldh16a1_sp,Q571I9,A16A1_MOUSE,up
Cpne3_sp|Q8BT60|CPNE3_MOUSE,Cpne3,0.387672408973401,2.10604165624702,Cpne3_sp,Q8BT60,CPNE3_MOUSE,up
Npepl1_sp|Q6NSR8|PEPL1_MOUSE,Npepl1,0.384822676516961,1.49471914805205,Npepl1_sp,Q6NSR8,PEPL1_MOUSE,up
Gnb2l1_sp|P68040|GBLP_MOUSE,Gnb2l1,0.384625162094257,1.45611125624155,Gnb2l1_sp,P68040,GBLP_MOUSE,up
Arhgdib_sp|Q61599|GDIR2_MOUSE,Arhgdib,0.383532279908339,1.81506191866648,Arhgdib_sp,Q61599,GDIR2_MOUSE,up
Adrm1_sp|Q9JKV1|ADRM1_MOUSE,Adrm1,0.379559645935182,1.46567264477574,Adrm1_sp,Q9JKV1,ADRM1_MOUSE,up
Ube2l3_sp|P68037|UB2L3_MOUSE,Ube2l3,0.374877632158986,1.5683179687913,Ube2l3_sp,P68037,UB2L3_MOUSE,up
Timm44_sp|O35857|TIM44_MOUSE,Timm44,0.374714813868348,1.74236267907632,Timm44_sp,O35857,TIM44_MOUSE,up
Snupn_sp|Q80W37|SPN1_MOUSE,Snupn,0.37334055620575,1.62342694431448,Snupn_sp,Q80W37,SPN1_MOUSE,up
Nup214_sp|Q80U93|NU214_MOUSE,Nup214,0.371609726978157,1.38914013594234,Nup214_sp,Q80U93,NU214_MOUSE,up
P4ha2_sp|Q60716|P4HA2_MOUSE,P4ha2,0.371502146747684,1.34991374059744,P4ha2_sp,Q60716,P4HA2_MOUSE,up
Hspd1_sp|P63038|CH60_MOUSE,Hspd1,0.370503002079918,1.3858097440425,Hspd1_sp,P63038,CH60_MOUSE,up
Sec31a_sp|Q3UPL0|SC31A_MOUSE,Sec31a,0.370483487804554,1.68315462322537,Sec31a_sp,Q3UPL0,SC31A_MOUSE,up
Pgm2_tr|A2CEK3|A2CEK3_MOUSE,Pgm2,0.36928391392719,1.50259718501213,Pgm2_tr,A2CEK3,A2CEK3_MOUSE,up
Bsg_sp|P18572|BASI_MOUSE,Bsg,0.368746598470114,1.4241564820409,Bsg_sp,P18572,BASI_MOUSE,up
Memo1_sp|Q91VH6|MEMO1_MOUSE,Memo1,0.367686264961981,1.58463077980594,Memo1_sp,Q91VH6,MEMO1_MOUSE,up
Cox15_sp|Q8BJ03|COX15_MOUSE,Cox15,0.367491337412504,1.79518971992066,Cox15_sp,Q8BJ03,COX15_MOUSE,up
Bag5_sp|Q8CI32|BAG5_MOUSE,Bag5,0.365769206974255,1.3800644508048,Bag5_sp,Q8CI32,BAG5_MOUSE,up
Pptc7_sp|Q6NVE9|PPTC7_MOUSE,Pptc7,0.36522553812328,2.30885536474232,Pptc7_sp,Q6NVE9,PPTC7_MOUSE,up
Pgm1_sp|Q9D0F9|PGM1_MOUSE,Pgm1,0.362015183996951,1.52967956207628,Pgm1_sp,Q9D0F9,PGM1_MOUSE,up
Gpcpd1_sp|Q8C0L9|GPCP1_MOUSE,Gpcpd1,0.360544509663651,1.34195782291914,Gpcpd1_sp,Q8C0L9,GPCP1_MOUSE,up
Dpp3_sp|Q99KK7|DPP3_MOUSE,Dpp3,0.358021993271775,2.08672816842394,Dpp3_sp,Q99KK7,DPP3_MOUSE,up
Alkbh3_sp|Q8K1E6|ALKB3_MOUSE,Alkbh3,0.357866946420335,1.5063543969856,Alkbh3_sp,Q8K1E6,ALKB3_MOUSE,up
Vcl_sp|Q64727|VINC_MOUSE,Vcl,0.356422452264537,1.60864693144786,Vcl_sp,Q64727,VINC_MOUSE,up
Atpaf2_sp|Q91YY4|ATPF2_MOUSE,Atpaf2,0.350571870366158,1.44379399590947,Atpaf2_sp,Q91YY4,ATPF2_MOUSE,up
Apeh_sp|Q8R146|APEH_MOUSE,Apeh,0.348697450024285,1.40551101209682,Apeh_sp,Q8R146,APEH_MOUSE,up
Fam49b_sp|Q921M7|FA49B_MOUSE,Fam49b,0.347324020254146,1.32527769978142,Fam49b_sp,Q921M7,FA49B_MOUSE,up
2210016F16Rik_tr|G3X8U3|G3X8U3_MOUSE,2210016F16Rik,0.346448930035872,1.8353732893182,2210016F16Rik_tr,G3X8U3,G3X8U3_MOUSE,up
Hsp90ab1_sp|P11499|HS90B_MOUSE,Hsp90ab1,0.346053689625421,1.80695021708785,Hsp90ab1_sp,P11499,HS90B_MOUSE,up
Ube2k_sp|P61087|UBE2K_MOUSE,Ube2k,0.345189063143808,2.18880673200156,Ube2k_sp,P61087,UBE2K_MOUSE,up
Scn4b_sp|Q7M729|SCN4B_MOUSE,Scn4b,0.342934142159344,1.67827612575641,Scn4b_sp,Q7M729,SCN4B_MOUSE,up
Atp6v1e1_sp|P50518|VATE1_MOUSE,Atp6v1e1,0.342914431190923,3.74221203273079,Atp6v1e1_sp,P50518,VATE1_MOUSE,up
Entpd1_sp|P55772|ENTP1_MOUSE,Entpd1,0.342094904352629,1.9473818832163,Entpd1_sp,P55772,ENTP1_MOUSE,up
Npl_sp|Q9DCJ9|NPL_MOUSE,Npl,0.341708361213361,3.23832734446442,Npl_sp,Q9DCJ9,NPL_MOUSE,up
Fbxo22_sp|Q78JE5|FBX22_MOUSE,Fbxo22,0.339887681283729,1.31712471462686,Fbxo22_sp,Q78JE5,FBX22_MOUSE,up
H2-D1_sp|P14427|HA14_MOUSE,H2-D1,0.339193327725887,2.13161552761351,H2-D1_sp,P14427,HA14_MOUSE,up
Erp44_sp|Q9D1Q6|ERP44_MOUSE,Erp44,0.338527555567404,1.45803971215573,Erp44_sp,Q9D1Q6,ERP44_MOUSE,up
Cnn2_sp|Q08093|CNN2_MOUSE,Cnn2,0.337463958352082,1.57909799351152,Cnn2_sp,Q08093,CNN2_MOUSE,up
Rmdn1_sp|Q9DCV4|RMD1_MOUSE,Rmdn1,0.337140937739279,1.30519069606881,Rmdn1_sp,Q9DCV4,RMD1_MOUSE,up
Bola2_sp|Q8BGS2|BOLA2_MOUSE,Bola2,0.336601789295138,1.63902335443303,Bola2_sp,Q8BGS2,BOLA2_MOUSE,up
Arfgap2_sp|Q99K28|ARFG2_MOUSE,Arfgap2,0.336343904798854,1.60714893448624,Arfgap2_sp,Q99K28,ARFG2_MOUSE,up
Adhfe1_sp|Q8R0N6|HOT_MOUSE,Adhfe1,0.335922753224167,2.24856265558129,Adhfe1_sp,Q8R0N6,HOT_MOUSE,up
Ola1_sp|Q9CZ30|OLA1_MOUSE,Ola1,0.335794172582895,1.54109642955313,Ola1_sp,Q9CZ30,OLA1_MOUSE,up
2210016F16Rik_tr|G3X8U3|G3X8U3_MOUSE,2210016F16Rik,0.335201279756232,1.76326603789063,2210016F16Rik_tr,G3X8U3,G3X8U3_MOUSE,up
Cers2_sp|Q924Z4|CERS2_MOUSE,Cers2,0.333229579844025,1.69132730460324,Cers2_sp,Q924Z4,CERS2_MOUSE,up
Dnm1_sp|P39053|DYN1_MOUSE,Dnm1,0.332591347922372,1.61811498947184,Dnm1_sp,P39053,DYN1_MOUSE,up
Pepd_sp|Q11136|PEPD_MOUSE,Pepd,0.330449449864097,3.11460401848586,Pepd_sp,Q11136,PEPD_MOUSE,up
Pdk2_sp|Q9JK42|PDK2_MOUSE,Pdk2,0.330388013637093,1.43652063445645,Pdk2_sp,Q9JK42,PDK2_MOUSE,up
Uap1_sp|Q91YN5|UAP1_MOUSE,Uap1,0.326278590636418,2.00445956704661,Uap1_sp,Q91YN5,UAP1_MOUSE,up
Nln_sp|Q91YP2|NEUL_MOUSE,Nln,0.325699821965116,1.38175643809345,Nln_sp,Q91YP2,NEUL_MOUSE,up
Vps36_sp|Q91XD6|VPS36_MOUSE,Vps36,0.324764150031849,1.36991655012992,Vps36_sp,Q91XD6,VPS36_MOUSE,up
Myof_sp|Q69ZN7|MYOF_MOUSE,Myof,0.324297446591784,1.56623668355598,Myof_sp,Q69ZN7,MYOF_MOUSE,up
Palmd_sp|Q9JHU2|PALMD_MOUSE,Palmd,0.323194506925942,1.47408815998989,Palmd_sp,Q9JHU2,PALMD_MOUSE,up
Rab35_sp|Q6PHN9|RAB35_MOUSE,Rab35,0.321859680205429,2.07185784950694,Rab35_sp,Q6PHN9,RAB35_MOUSE,up
Bola2_sp|Q8BGS2|BOLA2_MOUSE,Bola2,0.31919837943589,1.53052582049796,Bola2_sp,Q8BGS2,BOLA2_MOUSE,up
Thumpd1_sp|Q99J36|THUM1_MOUSE,Thumpd1,0.317378050286238,1.39660626085341,Thumpd1_sp,Q99J36,THUM1_MOUSE,up
Cpne3_sp|Q8BT60|CPNE3_MOUSE,Cpne3,0.317248457774086,1.6584386179049,Cpne3_sp,Q8BT60,CPNE3_MOUSE,up
Jmy_sp|Q9QXM1|JMY_MOUSE,Jmy,0.31478571054241,1.76232585288179,Jmy_sp,Q9QXM1,JMY_MOUSE,up
Cars2_sp|Q8BYM8|SYCM_MOUSE,Cars2,0.314721873846529,1.58506678330932,Cars2_sp,Q8BYM8,SYCM_MOUSE,up
Atp5a1_sp|Q03265|ATPA_MOUSE,Atp5a1,0.313712702594377,1.38423008100994,Atp5a1_sp,Q03265,ATPA_MOUSE,up
Unc45b_sp|Q8CGY6|UN45B_MOUSE,Unc45b,0.312492543462348,1.92108192636351,Unc45b_sp,Q8CGY6,UN45B_MOUSE,up
Snx18_sp|Q91ZR2|SNX18_MOUSE,Snx18,0.311252694457144,1.39409896366029,Snx18_sp,Q91ZR2,SNX18_MOUSE,up
Ptbp2_sp|Q91Z31|PTBP2_MOUSE,Ptbp2,0.310258647434555,1.61024424589365,Ptbp2_sp,Q91Z31,PTBP2_MOUSE,up
Echdc1_sp|Q9D9V3|ECHD1_MOUSE,Echdc1,0.309796169917024,1.42796450490255,Echdc1_sp,Q9D9V3,ECHD1_MOUSE,up
Eif4e_sp|P63073|IF4E_MOUSE,Eif4e,0.309280088733861,1.33002861632068,Eif4e_sp,P63073,IF4E_MOUSE,up
Abcc9_sp|P70170|ABCC9_MOUSE,Abcc9,0.308818534187236,1.79449596959611,Abcc9_sp,P70170,ABCC9_MOUSE,up
Gda_sp|Q9R111|GUAD_MOUSE,Gda,0.30862657399388,1.41863717146264,Gda_sp,Q9R111,GUAD_MOUSE,up
Nup54_sp|Q8BTS4|NUP54_MOUSE,Nup54,0.307584092484728,1.37586606066497,Nup54_sp,Q8BTS4,NUP54_MOUSE,up
Eif4g1_tr|E9PVC5|E9PVC5_MOUSE,Eif4g1,0.306293983556744,2.01025242913701,Eif4g1_tr,E9PVC5,E9PVC5_MOUSE,up
Eif4g1_sp|Q6NZJ6|IF4G1_MOUSE,Eif4g1,0.30622737177049,2.08226414860352,Eif4g1_sp,Q6NZJ6,IF4G1_MOUSE,up
Dcun1d2_sp|Q8BZJ7|DCNL2_MOUSE,Dcun1d2,0.303655544954382,1.85438664697122,Dcun1d2_sp,Q8BZJ7,DCNL2_MOUSE,up
NA_sp|Q8BHG2|CA123_MOUSE,,0.30283885235186,1.63395173766572,NA_sp,Q8BHG2,CA123_MOUSE,up
Stac3_sp|Q8BZ71|STAC3_MOUSE,Stac3,-0.300078965895104,1.35212610169636,Stac3_sp,Q8BZ71,STAC3_MOUSE,down
Rars2_sp|Q3U186|SYRM_MOUSE,Rars2,-0.300501148674564,1.41546567914788,Rars2_sp,Q3U186,SYRM_MOUSE,down
Ikbkap_sp|Q7TT37|ELP1_MOUSE,Ikbkap,-0.301166777409161,2.06970702956609,Ikbkap_sp,Q7TT37,ELP1_MOUSE,down
Abcc1_sp|O35379|MRP1_MOUSE,Abcc1,-0.303120298694949,1.81116502127166,Abcc1_sp,O35379,MRP1_MOUSE,down
Stac3_sp|Q8BZ71|STAC3_MOUSE,Stac3,-0.305627553959637,1.37990864269761,Stac3_sp,Q8BZ71,STAC3_MOUSE,down
Akt1_sp|P31750|AKT1_MOUSE,Akt1,-0.307649081097743,1.67555723612586,Akt1_sp,P31750,AKT1_MOUSE,down
